Price,Area,Baths,Beds,Latitude,Longitude,Date
256.0,28.0,1.0,1.0,-34.889786,-56.157731,04/2019
786.6,45.0,1.0,1.0,-34.920898,-56.150544,04/2019
1048.8,35.0,1.0,1.0,-34.929061,-56.160768,04/2019
19228.0,63.0,1.0,2.0,-34.895963,-56.110761,04/2019
740.0,76.0,1.0,3.0,-34.919981,-56.151395,04/2019
1311.0,158.0,3.0,4.0,-34.919262,-56.14975,04/2019
279680.0,139.0,2.0,4.0,-34.916086,-56.156563,03/2019
170430.0,193.0,2.0,4.0,-34.878996,-56.173997,03/2019
150328.0,53.0,1.0,2.0,-34.904786,-56.177601,03/2019
201020.0,40.0,1.0,1.0,-34.896562,-56.113615,03/2019
155572.0,55.0,1.0,1.0,-34.906362,-56.139396,03/2019
131100.0,50.0,1.0,1.0,-34.910675,-56.145287,03/2019
218500.0,79.0,2.0,2.0,-34.915116,-56.162779,03/2019
116242.0,100.0,1.0,1.0,-34.912681,-56.150994,03/2019
142807.23,55.0,1.0,2.0,-34.885403,-56.16565,03/2019
169491.324,77.0,1.0,2.0,-34.885209,-56.165768,03/2019
4370.0,269.0,3.0,5.0,-34.909591,-56.150837,03/2019
600.0,42.0,1.0,1.0,-34.920165,-56.150217,03/2019
480.0,60.0,2.0,2.0,-34.90988,-56.150248,03/2019
500.0,40.0,1.0,1.0,-34.90969,-56.150748,03/2019
786.6,45.0,1.0,1.0,-34.915473,-56.159561,03/2019
210.0,70.0,1.0,1.0,-34.836931,-56.126361,03/2019
560.0,83.0,2.0,3.0,-34.895796,-56.167023,03/2019
310.0,45.0,1.0,1.0,-34.87474,-56.176733,03/2019
1660.6,140.0,3.0,3.0,-34.905757,-56.136918,03/2019
144210.0,45.0,1.0,1.0,-34.912751,-56.148977,03/2019
400.0,20.0,1.0,2.0,-34.885381,-56.125846,03/2019
840.0,130.0,3.0,3.0,-34.901297,-56.13499,03/2019
500.0,60.0,1.0,2.0,-34.895981,-56.119044,03/2019
580.0,93.0,2.0,2.0,-34.909091,-56.143012,03/2019
640.0,120.0,3.0,3.0,-34.912276,-56.147711,03/2019
480.0,65.0,2.0,2.0,-34.906821,-56.165972,03/2019
340.0,55.0,1.0,2.0,-34.905528,-56.199864,03/2019
56810.0,70.0,1.0,3.0,-34.883451,-56.187524,09/2019
332120.0,180.0,3.0,4.0,-34.890578,-56.08439,09/2019
1179.9,95.0,2.0,2.0,-34.919508,-56.154191,09/2019
134280.486,63.0,1.0,2.0,-34.910196,-56.199418,09/2019
135470.0,230.0,1.0,2.0,-34.910886,-56.196055,09/2019
197961.0,141.0,2.0,2.0,-34.901447,-56.177845,09/2019
166060.0,103.0,2.0,3.0,-34.886846,-56.11177,09/2019
152950.0,79.0,2.0,3.0,-34.896174,-56.097307,09/2019
83030.0,53.0,1.0,1.0,-34.886635,-56.11177,09/2019
90896.0,51.0,1.0,1.0,-34.886917,-56.111598,09/2019
93518.0,51.0,1.0,1.0,-34.886635,-56.111813,09/2019
160816.0,99.0,2.0,3.0,-34.886881,-56.111984,09/2019
91770.0,53.0,1.0,1.0,-34.886776,-56.111856,09/2019
122797.0,87.0,1.0,2.0,-34.886881,-56.111813,09/2019
106191.0,51.0,1.0,2.0,-34.886776,-56.111555,09/2019
110124.0,66.0,1.0,2.0,-34.88667,-56.11177,09/2019
1573.2,175.0,3.0,3.0,-34.914722,-56.149364,09/2019
244720.0,85.0,2.0,3.0,-34.90542,-56.139823,09/2019
262200.0,105.0,2.0,3.0,-34.913923,-56.15573,09/2019
152950.0,10.0,1.0,2.0,-34.91071,-56.166358,09/2019
91770.0,58.0,1.0,1.0,-34.911428,-56.163234,09/2019
96140.0,38.0,1.0,1.0,-34.894569,-56.165191,09/2019
78660.0,57.0,1.0,2.0,-34.890912,-56.168536,09/2019
235980.0,100.0,2.0,3.0,-34.914581,-56.160444,09/2019
2010.2,134.0,2.0,3.0,-34.925912,-56.156402,09/2019
1477.06,153.0,3.0,3.0,-34.928551,-56.160007,09/2019
500.0,110.0,1.0,2.0,-34.89459,-56.122735,09/2019
450.0,80.0,1.0,2.0,-34.879955,-56.185412,09/2019
360.0,10.0,1.0,1.0,-34.906297,-56.20669,09/2019
760.0,168.0,3.0,3.0,-34.905255,-56.186485,09/2019
456.0,75.0,1.0,2.0,-34.907648,-56.196699,09/2019
340.0,35.0,1.0,1.0,-34.90258,-56.169169,09/2019
590.0,70.0,2.0,2.0,-34.895858,-56.109838,09/2019
316.0,80.0,1.0,2.0,-34.857095,-56.167259,09/2019
340.0,40.0,1.0,1.0,-34.908396,-56.153795,09/2019
600.0,70.0,2.0,2.0,-34.906631,-56.141531,09/2019
570.0,108.0,2.0,2.0,-34.906434,-56.151123,09/2019
450.0,45.0,1.0,1.0,-34.910358,-56.148334,09/2019
260.0,36.0,1.0,1.0,-34.910569,-56.139064,09/2019
53.0,271.0,2.0,3.0,-34.881143,-56.07615,09/2019
600.0,120.0,2.0,2.0,-34.908036,-56.171207,09/2019
540.0,48.0,1.0,2.0,-34.895509,-56.167268,09/2019
420.0,40.0,1.0,1.0,-34.908458,-56.141982,09/2019
460.0,80.0,1.0,2.0,-34.920599,-56.163268,09/2019
104880.0,300.0,1.0,4.0,-34.849938,-56.21149,11/2019
384560.0,153.0,2.0,3.0,-34.907789,-56.157045,11/2019
304152.0,100.0,2.0,3.0,-34.908573,-56.148547,11/2019
370.0,55.0,1.0,2.0,-34.885297,-56.156316,11/2019
65550.0,15.0,1.0,1.0,-34.906513,-56.177849,06/2019
1398.4,71.0,2.0,2.0,-34.904622,-56.137304,06/2019
131974.0,66.0,1.0,2.0,-34.84622,-56.201001,06/2019
130226.0,62.0,1.0,2.0,-34.846807,-56.200143,06/2019
157320.0,77.0,2.0,3.0,-34.845437,-56.202479,06/2019
94304.6,44.0,1.0,1.0,-34.903812,-56.167903,06/2019
161690.0,50.0,1.0,2.0,-34.886952,-56.107156,06/2019
12061.2,93.0,1.0,1.0,-34.840911,-56.22306,06/2019
56810.0,40.0,1.0,1.0,-34.872711,-56.138034,06/2019
292790.0,128.0,3.0,3.0,-34.910534,-56.146746,06/2019
419520.0,10.0,2.0,4.0,-34.91474,-56.154073,06/2019
120629.48,48.0,1.0,1.0,-34.88755,-56.166358,06/2019
131432.12,76.0,1.0,2.0,-34.887374,-56.166143,06/2019
129631.68,66.0,1.0,2.0,-34.887761,-56.166015,06/2019
104792.6,38.0,1.0,1.0,-34.888958,-56.165757,06/2019
104792.6,38.0,1.0,1.0,-34.888906,-56.165693,06/2019
112003.1,55.0,1.0,2.0,-34.884998,-56.156509,06/2019
92556.6,45.0,1.0,1.0,-34.882252,-56.1555,06/2019
18354.0,55.0,1.0,1.0,-34.899325,-56.138849,06/2019
205390.0,84.0,2.0,2.0,-34.920431,-56.153613,06/2019
205390.0,84.0,2.0,2.0,-34.919883,-56.152279,06/2019
340.0,59.0,1.0,2.0,-34.906487,-56.194682,06/2019
240.0,19.0,1.0,1.0,-34.887726,-56.111212,06/2019
600.0,120.0,1.0,2.0,-34.881548,-56.144536,06/2019
360.0,60.0,1.0,2.0,-34.91195,-56.179342,06/2019
550.0,85.0,2.0,2.0,-34.911731,-56.15284,06/2019
330.0,40.0,1.0,1.0,-34.909866,-56.156595,06/2019
320.0,45.0,1.0,1.0,-34.887797,-56.157971,06/2019
350.0,37.0,1.0,1.0,-34.869032,-56.173654,06/2019
700.0,300.0,1.0,2.0,-34.891,-56.125975,06/2019
148580.0,40.0,1.0,1.0,-34.923664,-56.161563,06/2019
117990.0,82.0,1.0,2.0,-34.903793,-56.167175,06/2019
318.0,50.0,1.0,2.0,-34.872008,-56.14707,06/2019
260452.0,94.0,2.0,3.0,-34.915052,-56.157176,06/2019
262200.0,218.0,2.0,3.0,-34.911946,-56.14827,06/2019
173926.0,105.0,2.0,3.0,-34.907481,-56.174285,06/2019
139840.0,102.0,1.0,3.0,-34.8954,-56.178975,04/2019
117116.0,38.0,1.0,1.0,-34.914891,-56.153509,04/2019
209760.0,95.0,2.0,3.0,-34.91518,-56.155715,04/2019
874.0,60.0,1.0,1.0,-34.921109,-56.149836,09/2019
874.0,60.0,1.0,1.0,-34.929092,-56.160519,09/2019
874.0,60.0,1.0,1.0,-34.913438,-56.149814,09/2019
157320.0,80.0,1.0,1.0,-34.915433,-56.16045,09/2019
786.6,45.0,1.0,1.0,-34.927894,-56.158803,09/2019
152950.0,90.0,1.0,2.0,-34.906019,-56.152776,09/2019
132148.8,73.0,1.0,2.0,-34.899429,-56.175504,09/2019
132411.0,59.0,1.0,2.0,-34.899721,-56.175606,09/2019
112746.0,68.0,1.0,2.0,-34.884558,-56.150779,09/2019
173926.0,56.0,1.0,2.0,-34.908205,-56.143582,09/2019
235106.0,134.0,2.0,3.0,-34.884376,-56.096707,09/2019
173052.0,100.0,2.0,3.0,-34.902265,-56.148838,09/2019
345230.0,281.0,2.0,3.0,-34.900312,-56.164701,09/2019
205390.0,125.0,2.0,3.0,-34.89857,-56.164709,09/2019
112746.0,60.0,1.0,1.0,-34.897802,-56.138043,01/2020
86526.0,42.0,1.0,1.0,-34.901608,-56.180178,01/2020
148580.0,50.0,1.0,1.0,-34.905255,-56.139847,01/2020
137218.0,65.0,1.0,2.0,-34.907194,-56.175718,01/2020
137218.0,67.0,1.0,2.0,-34.908071,-56.181443,01/2020
146832.0,59.0,1.0,2.0,-34.907078,-56.153906,01/2020
305900.0,103.0,3.0,2.0,-34.921127,-56.150737,01/2020
209760.0,97.0,2.0,3.0,-34.900433,-56.163568,01/2020
234232.0,90.0,2.0,3.0,-34.90793,-56.142196,01/2020
332120.0,150.0,2.0,3.0,-34.914845,-56.165654,01/2020
380.0,40.0,1.0,1.0,-34.908594,-56.154935,01/2020
360.0,60.0,1.0,1.0,-34.912223,-56.152668,01/2020
380.0,36.0,1.0,1.0,-34.902299,-56.154342,01/2020
400.0,40.0,1.0,1.0,-34.910297,-56.166422,01/2020
1564.46,73.0,2.0,1.0,-34.909434,-56.134021,01/2020
264.0,35.0,1.0,1.0,-34.870009,-56.181947,01/2020
680.0,98.0,2.0,2.0,-34.901102,-56.131597,01/2020
500.0,60.0,2.0,2.0,-34.894168,-56.1392,01/2020
400.0,59.0,1.0,2.0,-34.892179,-56.136339,01/2020
600.0,76.0,2.0,2.0,-34.908845,-56.142626,01/2020
1048.8,71.0,2.0,2.0,-34.917502,-56.155114,01/2020
520.0,70.0,2.0,2.0,-34.905563,-56.152786,01/2020
804.08,100.0,2.0,2.0,-34.905475,-56.138442,01/2020
510.0,85.0,2.0,2.0,-34.918945,-56.156216,01/2020
510.0,85.0,2.0,2.0,-34.919086,-56.156158,01/2020
980.0,110.0,2.0,3.0,-34.918289,-56.154216,01/2020
700.0,115.0,2.0,3.0,-34.882045,-56.086158,01/2020
1127.46,60.0,1.0,1.0,-34.920124,-56.163611,11/2019
80408.0,80.0,1.0,2.0,-34.879189,-56.137047,11/2019
113620.0,160.0,1.0,3.0,-34.851706,-56.150007,02/2020
104880.0,108.0,1.0,5.0,-34.887022,-56.184533,02/2020
192280.0,129.0,2.0,3.0,-34.907594,-56.166062,02/2020
131100.0,101.0,1.0,3.0,-34.884472,-56.176517,02/2020
198398.0,141.0,2.0,2.0,-34.907069,-56.19511,02/2020
76038.0,50.0,1.0,2.0,-34.904868,-56.17537,02/2020
104880.0,70.0,1.0,2.0,-34.911555,-56.196442,02/2020
235980.0,72.0,2.0,3.0,-34.911531,-56.170278,02/2020
69316.94,65.0,1.0,1.0,-34.907367,-56.206226,02/2020
91770.0,65.0,1.0,1.0,-34.906839,-56.201935,02/2020
480.0,60.0,1.0,2.0,-34.883044,-56.098874,02/2020
370.0,28.0,1.0,1.0,-34.91518,-56.15653,02/2020
370.0,120.0,1.0,3.0,-34.852869,-56.190605,02/2020
540.0,85.0,1.0,3.0,-34.890736,-56.165457,02/2020
450.0,57.0,1.0,2.0,-34.884945,-56.14741,02/2020
290.0,10.0,1.0,1.0,-34.891704,-56.143956,02/2020
96140.0,90.0,1.0,3.0,-34.895646,-56.186485,05/2019
77786.0,105.0,1.0,2.0,-34.905562,-56.187346,05/2019
146547.95,62.0,1.0,2.0,-34.908669,-56.189961,05/2019
149479.346,62.0,1.0,2.0,-34.908603,-56.189446,05/2019
131151.566,63.0,1.0,2.0,-34.908669,-56.189919,05/2019
151035.94,63.0,1.0,2.0,-34.908563,-56.189833,05/2019
129799.488,62.0,1.0,2.0,-34.908634,-56.189961,05/2019
148074.828,63.0,1.0,2.0,-34.908634,-56.190047,05/2019
142477.732,63.0,1.0,2.0,-34.908704,-56.190004,05/2019
142477.732,62.0,1.0,2.0,-34.908599,-56.190004,05/2019
133722.0,66.0,1.0,2.0,-34.90457,-56.182547,05/2019
120612.0,46.0,1.0,1.0,-34.899545,-56.175199,05/2019
201020.0,56.0,1.0,1.0,-34.895529,-56.107434,05/2019
148580.0,55.0,1.0,2.0,-34.913402,-56.15638,05/2019
69920.0,49.0,1.0,2.0,-34.87631,-56.202202,05/2019
74290.0,34.0,1.0,1.0,-34.909338,-56.210561,05/2019
122272.6,69.0,1.0,2.0,-34.87338,-56.159964,05/2019
112746.0,53.0,1.0,2.0,-34.873406,-56.160146,05/2019
420.0,55.0,1.0,1.0,-34.908581,-56.160328,05/2019
460.0,51.0,1.0,1.0,-34.907329,-56.142025,05/2019
300.0,45.0,1.0,2.0,-34.908563,-56.202493,05/2019
290.0,35.0,1.0,1.0,-34.910873,-56.195007,05/2019
358.0,47.0,1.0,1.0,-34.88707,-56.106226,05/2019
440.0,77.0,1.0,2.0,-34.886325,-56.108635,05/2019
480.0,46.0,1.0,2.0,-34.918365,-56.149972,05/2019
480.0,55.0,1.0,1.0,-34.917741,-56.151409,05/2019
440.0,56.0,1.0,1.0,-34.909646,-56.167688,05/2019
220.0,30.0,1.0,1.0,-34.862966,-56.220925,05/2019
280.0,45.0,1.0,2.0,-34.862896,-56.220871,05/2019
300.0,45.0,1.0,1.0,-34.908493,-56.202321,05/2019
332120.0,218.0,2.0,4.0,-34.85221,-56.210162,05/2019
358340.0,120.0,2.0,3.0,-34.922991,-56.154213,05/2019
148580.0,80.0,2.0,2.0,-34.898024,-56.165452,05/2019
123296.928,70.0,2.0,3.0,-34.868046,-56.132723,05/2019
214130.0,138.0,2.0,2.0,-34.923111,-56.160496,05/2019
460.0,70.0,2.0,2.0,-34.901208,-56.179662,05/2019
570.0,70.0,2.0,2.0,-34.905132,-56.139396,05/2019
1127.46,63.0,2.0,1.0,-34.920057,-56.164272,05/2019
1835.4,216.0,3.0,4.0,-34.907261,-56.160951,05/2019
680.0,120.0,3.0,3.0,-34.919543,-56.160436,05/2019
87400.0,100.0,1.0,3.0,-34.854524,-56.223049,12/2019
122360.0,42.0,1.0,1.0,-34.897714,-56.165349,12/2019
96140.0,48.0,1.0,2.0,-34.905957,-56.168513,12/2019
209760.0,64.0,2.0,2.0,-34.9061,-56.158333,12/2019
249090.0,63.0,2.0,2.0,-34.925938,-56.15653,12/2019
420.0,73.0,1.0,2.0,-34.887726,-56.153526,12/2019
786.6,70.0,2.0,2.0,-34.904561,-56.134248,12/2019
786.6,68.0,2.0,2.0,-34.92587,-56.156655,12/2019
144210.0,10.0,1.0,1.0,-34.908387,-56.19803,12/2019
460.0,10.0,1.0,1.0,-34.909619,-56.198072,12/2019
122360.0,131.0,2.0,3.0,-34.883826,-56.181675,12/2019
96140.0,69.0,1.0,1.0,-34.902282,-56.193451,05/2019
103132.0,47.0,1.0,1.0,-34.895004,-56.109035,05/2019
103132.0,47.0,1.0,1.0,-34.895004,-56.108891,05/2019
146832.0,44.0,1.0,1.0,-34.896645,-56.113484,05/2019
69046.0,46.0,1.0,1.0,-34.88215,-56.143525,05/2019
107502.0,68.0,1.0,2.0,-34.873319,-56.099988,05/2019
74290.0,80.0,1.0,2.0,-34.858193,-56.155648,05/2019
121486.0,75.0,1.0,2.0,-34.893136,-56.127364,05/2019
117990.0,79.0,2.0,2.0,-34.90175,-56.187547,05/2019
104880.0,65.0,1.0,2.0,-34.90224,-56.193455,05/2019
182666.0,80.0,1.0,2.0,-34.894389,-56.108745,05/2019
96140.0,84.0,1.0,2.0,-34.910092,-56.170618,05/2019
170430.0,80.0,1.0,2.0,-34.898011,-56.165547,05/2019
139840.0,100.0,1.0,2.0,-34.906668,-56.205331,05/2019
121486.0,89.0,2.0,2.0,-34.879123,-56.146572,05/2019
157320.0,81.0,2.0,3.0,-34.908405,-56.184447,05/2019
196650.0,75.0,1.0,3.0,-34.904742,-56.152841,05/2019
270940.0,109.0,3.0,3.0,-34.908464,-56.153871,05/2019
249090.0,135.0,3.0,3.0,-34.917355,-56.157562,05/2019
345230.0,137.0,3.0,3.0,-34.903728,-56.142546,05/2019
279680.0,193.0,2.0,4.0,-34.866749,-56.205152,05/2019
336490.0,166.0,2.0,4.0,-34.869963,-56.196699,05/2019
170430.0,130.0,1.0,4.0,-34.870161,-56.189883,05/2019
380.0,40.0,1.0,1.0,-34.90914,-56.153439,05/2019
420.0,51.0,1.0,1.0,-34.904077,-56.140225,05/2019
440.0,43.0,1.0,1.0,-34.914943,-56.149384,05/2019
1048.8,92.0,2.0,2.0,-34.925042,-56.16149,05/2019
460.0,70.0,1.0,2.0,-34.865443,-56.174197,05/2019
460.0,70.0,1.0,2.0,-34.865384,-56.174069,05/2019
460.0,70.0,1.0,2.0,-34.865484,-56.174444,05/2019
1704.3,130.0,3.0,3.0,-34.908302,-56.142064,05/2019
740.0,104.0,2.0,3.0,-34.916352,-56.159142,05/2019
104880.0,45.0,1.0,1.0,-34.908829,-56.193252,04/2019
104880.0,47.0,1.0,1.0,-34.9088,-56.194036,04/2019
139840.0,55.0,1.0,1.0,-34.907367,-56.144514,04/2019
149454.0,47.0,1.0,1.0,-34.90705,-56.1443,04/2019
149454.0,55.0,1.0,1.0,-34.907085,-56.144257,04/2019
143773.0,47.0,1.0,1.0,-34.906804,-56.144514,04/2019
148143.0,55.0,1.0,1.0,-34.906909,-56.144385,04/2019
142025.0,47.0,1.0,1.0,-34.906874,-56.144257,04/2019
145084.0,55.0,1.0,1.0,-34.906698,-56.1443,04/2019
141588.0,55.0,1.0,1.0,-34.907015,-56.144128,04/2019
152076.0,55.0,1.0,1.0,-34.907156,-56.144257,04/2019
874.0,40.0,1.0,1.0,-34.915398,-56.159792,04/2019
92644.0,40.0,1.0,1.0,-34.882164,-56.155801,04/2019
111872.0,43.0,1.0,1.0,-34.879647,-56.155179,04/2019
152076.0,48.0,1.0,1.0,-34.915567,-56.159406,04/2019
117990.0,70.0,1.0,2.0,-34.898736,-56.136725,04/2019
166060.0,150.0,2.0,2.0,-34.910992,-56.158848,04/2019
231610.0,93.0,3.0,2.0,-34.920237,-56.154174,04/2019
100510.0,50.0,1.0,2.0,-34.890155,-56.134214,04/2019
114931.0,88.0,1.0,2.0,-34.887664,-56.183801,04/2019
123234.0,68.0,2.0,2.0,-34.887644,-56.18391,04/2019
113183.0,88.0,1.0,2.0,-34.887624,-56.183878,04/2019
179170.0,50.0,1.0,2.0,-34.903953,-56.174083,04/2019
134928.12,73.0,1.0,2.0,-34.899545,-56.17562,04/2019
214130.0,75.0,2.0,2.0,-34.889742,-56.093777,04/2019
126730.0,65.0,1.0,2.0,-34.840436,-56.211419,04/2019
147706.0,65.0,1.0,2.0,-34.902102,-56.150143,04/2019
117990.0,97.0,2.0,2.0,-34.905114,-56.201302,04/2019
118427.0,70.0,1.0,2.0,-34.873585,-56.159794,04/2019
131100.0,75.0,1.0,2.0,-34.899923,-56.16065,04/2019
154698.0,81.0,2.0,2.0,-34.897653,-56.150908,04/2019
154698.0,81.0,2.0,2.0,-34.897618,-56.15078,04/2019
154698.0,81.0,2.0,2.0,-34.897618,-56.150866,04/2019
135470.0,60.0,2.0,2.0,-34.895646,-56.147046,04/2019
144821.8,76.0,2.0,2.0,-34.897618,-56.150951,04/2019
183540.0,70.0,2.0,2.0,-34.915748,-56.159226,04/2019
218500.0,76.0,2.0,3.0,-34.897336,-56.115332,04/2019
235980.0,86.0,2.0,3.0,-34.915039,-56.15387,04/2019
201020.0,75.0,2.0,3.0,-34.907913,-56.146388,04/2019
393300.0,170.0,3.0,3.0,-34.919789,-56.150625,04/2019
314640.0,143.0,2.0,3.0,-34.920746,-56.151793,04/2019
397670.0,144.0,3.0,3.0,-34.92885,-56.16035,04/2019
305900.0,216.0,3.0,4.0,-34.889673,-56.109396,04/2019
516.0,55.0,1.0,1.0,-34.90712,-56.144471,04/2019
500.0,55.0,1.0,1.0,-34.90705,-56.144385,04/2019
310.0,35.0,1.0,1.0,-34.899941,-56.160436,04/2019
900.0,150.0,2.0,2.0,-34.911133,-56.158934,04/2019
350.0,35.0,1.0,2.0,-34.895893,-56.094793,04/2019
