start: 
Current Time = 02:35:54
------------------------------------------------------------------
Dataset: perth.csv
Normalization used is StandardScaler, using kfold=5, also normalizing price
Dataset total size after normalization: (26510, 9)
Train/test division is 70/30
RANDOM FOREST LOGS WITH FOLLOWING PARAMS:
{'n_estimators': [50, 100, 250, 500], 'max_features': ['auto', 'sqrt', 'log2', None], 'max_depth': [5, 6, 7, 8, 9, 10, 11, 12, 13, 14]}
Starting search for best params: 
Current Time = 02:35:54
Best params were the following:
Current Time = 03:40:05
{'max_depth': 14, 'max_features': 'auto', 'n_estimators': 500}
Applying prediction with the params...
!!!!!!!!!!!!!!!!!!!!!!!!!!!True vs Preds!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!
[-0.71926314] --- -0.7728888912112869
[-0.18275962] --- -0.0677377864691008
[-0.89094427] --- -0.7441334371585967
[-0.84802398] --- -0.718028204459178
[-0.76218342] --- -0.4019346680345478
[-0.85660804] --- -0.3385076606715608
[-0.63342257] --- -0.24632142296060042
[-0.35444074] --- -0.5055376661362501
[-0.57333418] --- -0.5869155466330983
[1.46967124] --- 1.1350460489753582
[-0.60337838] --- -0.3710428963348729
[-0.65488272] --- -0.6093682900732118
[0.56834532] --- 0.9596142120730204
[-0.50466173] --- -0.3533548843469934
[-0.89094427] --- -0.7358654284742632
[-0.56904215] --- -0.44676541020757926
[0.25931929] --- -0.32428314828923976
[-0.59050229] --- -0.6929626642213801
[-0.58191824] --- 0.35424296885842743
[2.69289927] --- 2.124082546588426
[-0.07545891] --- 0.4443870479779387
[-1.459638] --- -1.2979950327917396
[0.28936349] --- -0.028034557280168616
[0.86878729] --- 0.12926477755880827
[1.85595377] --- 1.263721614577125
[3.12210209] --- 2.3769724889429558
[-0.26860018] --- -0.24247899389229333
[-0.76218342] --- -0.4779983717226392
[-1.10554568] --- -0.6754167107446502
[0.10480627] --- -0.17467630804220666
[0.14343453] --- -0.3983645857740249
[0.01038165] --- -0.24371719021685673
[-1.69794428] --- -1.6385441045388742
[-0.93815658] --- -1.2037761734093995
[-0.63342257] --- -0.5904334648345294
[-0.44028131] --- -0.029136243395618173
[-0.89094427] --- -0.8771236727733751
[0.25931929] --- -0.16477325349334004
[-0.62483852] --- -0.615030955909777
[-1.04116525] --- -0.9463821139282157
[-0.76218342] --- -0.7369793135068875
[0.86878729] --- 1.0071421898410007
[-0.84802398] --- -1.128996113106269
[-0.18275962] --- -0.3216195653697688
[-0.46174145] --- -0.20323031511369818
[0.6413098] --- 0.40593977895858246
[0.20352292] --- -0.21477181004832294
[-0.55831208] --- -0.4177039405273411
[-0.16988353] --- -0.43198738205037673
[-0.76218342] --- -0.775516278926027
[-1.06262539] --- -0.9156228282777827
[0.01038165] --- 0.2888330295705735
[0.82586701] --- 0.4974354360454232
[-1.53474849] --- -1.0364569421376373
[0.28936349] --- -0.0011834256360796784
[-1.57766878] --- -1.2497726466221089
[0.22498306] --- 0.08692449814193628
[-0.16129947] --- 0.07436308983601665
[0.02325774] --- -0.055349669311720175
[0.63272574] --- -0.04226296319133299
[-0.37590088] --- -0.3656898150124539
[0.2464432] --- 0.1598262149551785
[-0.29006032] --- -0.6136535702504032
[-0.83943993] --- -0.5832314203140467
[-0.33727263] --- -0.2638331668399153
[0.39666419] --- 0.24063787980245488
[-0.8051037] --- -0.4653213654510375
[-0.58191824] --- -0.2528159146398525
[-0.16129947] --- -0.46439861189871745
[-0.697803] --- -0.20413287803781396
[-0.44028131] --- -0.3833689282049999
[0.18206278] --- 0.553477055105863
[-0.65488272] --- -0.6460500518778449
[-0.95532469] --- -1.0389447034681722
[0.39666419] --- 0.09130708561410746
[2.07055518] --- 2.524457141900635
[-0.37590088] --- -0.2220518184252445
[0.67564602] --- 0.3039692770068765
[0.93316771] --- 0.1343736190609261
[-0.13983933] --- -0.18813319805166284
[0.03184179] --- 0.06232232793846205
[-0.31152046] --- -0.5855804364647632
[-0.29006032] --- -0.4157497519118227
[-0.27718424] --- -0.29074702511122386
[-0.48320159] --- -0.3052517572010663
[-0.59050229] --- -0.6526056027073556
[-0.35444074] --- -0.8500565117390224
[1.54692774] --- 0.8622354973611421
[-0.46603348] --- -0.46868955145786917
[0.01038165] --- 0.060742375313727566
[2.32807687] --- 1.5534879667147892
[-0.11837919] --- 0.2257607203260835
[-1.49182821] --- -1.2827815122873596
[-0.84802398] --- -0.9233254753327677
[-0.38019291] --- -0.4835644523010338
[-0.95532469] --- -0.3214970743704492
[0.37520405] --- 0.33751861299693614
[0.69710616] --- 0.018182252798252634
[-1.07550148] --- -0.9781717818394157
[1.89887406] --- 0.8530350600003227
[-0.97678483] --- -0.8352475443006372
[-0.97678483] --- -0.397911298341566
[-0.59050229] --- -0.6178223259097612
[-0.56904215] --- -0.5602896011443457
[0.11768236] --- -0.18958656800977028
[-1.16134204] --- -0.9797154497538068
[-1.08408553] --- -0.5954087213128041
[-1.36306737] --- -1.2846183741719985
[1.25506983] --- 1.2615020930805985
[-0.697803] --- -0.529726632236973
[2.43537758] --- 1.3217746286781191
[-0.68063488] --- -0.6274253402617362
[0.4749937] --- 0.9163994184560034
[-0.44028131] --- -0.17757637859679934
[0.43958447] --- 0.7978900688287054
[0.2464432] --- 0.07580194685400274
[-0.8051037] --- -0.9398856937453683
[-0.35444074] --- -0.19929837235557263
[-0.46174145] --- -0.6139811035700824
[-0.74072328] --- -0.6454656757917662
[1.0833887] --- 1.008422585087453
[-0.25143207] --- -0.11752917871135383
[-0.84802398] --- 0.28144684436500295
[3.05772167] --- 1.098677754085442
[2.9718811] --- 2.5185476588929485
[0.41812433] --- 0.0892994689291898
[-0.01107849] --- -0.41907515953726476
[0.6112656] --- 0.5400778900193369
[0.1391425] --- 0.11284203893129784
[-1.06262539] --- -0.9624007327316925
[-1.01970511] --- -1.0382905044850528
[-1.76565961] --- -0.3755228401818757
[-0.71926314] --- -0.9131801718828432
[0.6112656] --- 1.4611063015149937
[2.56413842] --- 2.139541419629246
[-0.59050229] --- -0.6300034661072413
[1.10484884] --- 1.3931237478883445
[0.7185663] --- 1.0490962208951358
[1.34949445] --- 1.9524968350589476
[-1.06262539] --- -1.0105751684057116
[-0.65488272] --- -0.3429938193902962
[-1.06262539] --- -0.8793603927973547
[-1.06262539] --- -0.7252673824933056
[-0.66561279] --- 0.12210889279500167
[1.5555118] --- 1.70188506832358
[2.84312026] --- 2.0547147142050672
[-0.59050229] --- -0.5603839100564004
[-0.11837919] --- -0.28478098083401787
[-1.53904052] --- -1.066135702349838
[-0.26860018] --- -0.06543232005078961
[0.7185663] --- 0.9433727212841347
[2.75727969] --- 2.2199602751130185
[-1.01970511] --- -0.556838370487859
[0.6112656] --- 0.40798450207279224
[-0.03296783] --- 1.4907232440968081
[0.20352292] --- -0.28680935831054233
[0.09622222] --- 0.06326647515437381
[0.74002644] --- 0.9111739999989381
[0.33228377] --- 0.42271847124400513
[-1.10125365] --- -0.9035275484636588
[-1.12700582] --- -0.960733392404178
[-0.50895376] --- 0.03673577646410331
[-0.8051037] --- -0.4946062383998797
[0.50396489] --- 0.3219751601546534
[2.07055518] --- 1.548580336761611
[1.31945025] --- 1.666569397725997
[1.21214955] --- 0.668147703028971
[0.20781495] --- 0.46948078064166615
[-1.12271379] --- -0.8832535941368117
[-0.74072328] --- -0.5855888126555574
[1.5555118] --- 0.8057335659478798
[-0.89094427] --- -0.6891007402676536
[-0.56904215] --- -0.11715492132609273
[1.04046842] --- 0.7021237814446968
[-0.11837919] --- 0.7440342412476415
[-0.18275962] --- -0.21693753617636677
[-1.14846596] --- -0.8893485158009184
[-0.43598928] --- -0.2591709968364064
[0.89024743] --- 0.752711238713572
[-0.59479432] --- -0.6815071483387123
[-0.89094427] --- -0.68534102149474
[-1.14846596] --- -1.143372214656024
[0.99754814] --- 0.5017399351264787
[-0.48320159] --- -0.3393747997927834
[0.05330194] --- -0.21505956191190045
[-1.06262539] --- -1.2178729387931748
[2.9718811] --- 1.8028913679414358
[-1.09266959] --- -0.9084049656559968
[-0.46174145] --- -0.29828768862821237
[-1.73625922] --- -1.6870594888789183
[-0.37590088] --- -0.291601622022645
[-0.61196243] --- -0.7834866962737624
[-1.34160723] --- -1.296167462610497
[-0.79437363] --- -0.5552711922086163
[0.20352292] --- -0.11477590151255997
[-0.3329806] --- 0.4908139070523024
[-0.82656384] --- -0.7476633696794932
[0.07476208] --- -0.2995969927518523
[-1.10554568] --- -1.1418564098232216
[0.89883149] --- 1.1991137296850982
[-0.74930734] --- -0.7590095771406631
[-0.59050229] --- -0.7067509366696939
[-0.31152046] --- -0.636956061615314
[0.82586701] --- 1.2327372412022957
[-0.41882117] --- -0.3513490736530489
[0.03184179] --- -0.04021822646014914
[-0.97678483] --- -1.2030886242735803
[1.42675095] --- 1.2435397442388458
[-0.91240441] --- -0.8356893677913831
[0.14987257] --- 0.6298958311820563
[0.03184179] --- -0.3209684447142935
[0.05330194] --- 0.05929592277109227
[-0.71926314] --- -0.8452909396810082
[-0.8051037] --- -0.6781592086897111
[0.28936349] --- -0.0628691149756507
[-1.19353225] --- -1.1750555165963612
[0.976088] --- 1.4926498988510952
[-0.03253863] --- 0.38958763579065103
[0.23356712] --- -0.1640991718422699
[-1.70642962] --- -0.09529533555098661
[2.75727969] --- 1.0942703307180612
[-0.16129947] --- -0.13408961084049537
[-0.67634286] --- -0.8135704668566355
[-0.03253863] --- 0.4412666147230907
[-0.39736102] --- -0.6195765117718327
[0.52542504] --- 0.19416371048202158
[-0.6226925] --- -1.0433867939615713
[0.59195147] --- -0.13522860839790848
[-0.84802398] --- -0.7737380721089077
[-0.16129947] --- -0.16852652712148497
[-0.2256799] --- -0.42058213372017245
[-0.76218342] --- -0.7551261935028781
[1.79157335] --- 1.3831987708257794
[-0.92849951] --- -1.3827502178503428
[1.29369808] --- 1.3050006366334077
[0.63272574] --- 1.270557491740313
[-0.34585669] --- -0.3705895347907618
[-0.76218342] --- -0.5592316948331281
[-0.8051037] --- -0.342134115614222
[0.39666419] --- 0.29678929654236724
[-0.1505694] --- 0.1852202321063635
[-0.35444074] --- -0.05768118509134782
[1.06192856] --- 1.241112583126687
[-0.64629866] --- -0.16131227442960752
[-0.86948412] --- -0.5633966580764321
[-0.86948412] --- -0.7398969511139298
[0.05330194] --- 0.9721626672118417
[-0.86948412] --- -0.6043356737082274
[-0.83943993] --- -1.1589000573109782
[-1.19138624] --- -0.6197900514744308
[2.11347546] --- 1.9453655102747014
[2.0276349] --- 1.3119932036965516
[-0.37590088] --- -0.33722389465710817
[-0.18275962] --- 0.5423286491947075
[-0.41882117] --- -0.8659790752832638
[-0.8051037] --- -1.114525369892211
[0.18206278] --- -0.45265173376639917
[0.26790334] --- 0.572318846968823
[-0.59050229] --- -0.6995717167444276
[0.96321191] --- 1.072556227797314
[1.9203342] --- 1.4072453576777968
[0.83874309] --- 1.8246432323201627
[0.07476208] --- 0.15736626589546268
[1.77011321] --- 0.6879600823430901
[-0.15700745] --- -0.20816937316501277
[-0.76218342] --- -0.6629164161281133
[1.34091039] --- 0.6644341111563717
[2.71435941] --- 2.426869432635332
[-1.62917311] --- -0.8775943084313836
[0.86878729] --- 0.6179785349082905
[-0.61196243] --- -0.5994300548171757
[-0.61196243] --- -0.042367421803754385
[0.54688518] --- 0.12304639627049879
[0.54688518] --- 1.5915061457184854
[-0.03253434] --- 0.09712877878019871
[-0.01107849] --- -0.3144697406719431
[0.84732715] --- 1.0032186143397408
[0.80440687] --- 0.40055579009409703
[2.17785589] --- 1.4559163546201532
[0.976088] --- 0.9005052127730949
[0.61555763] --- 0.639480319531924
[-0.24714004] --- -0.46911931431620757
[0.48250475] --- 0.9065320040726427
[0.20352292] --- -0.2513339464750007
[2.9718811] --- 1.90160738717685
[-0.70638705] --- -0.9690129024322645
[-0.86948412] --- -0.7520383835136781
[-0.03683066] --- 0.005951306277370826
[-0.74072328] --- -0.5563033778060075
[-1.47036807] --- -1.3713269220042958
[-0.07545891] --- -0.07577345354818651
[0.74002644] --- 1.8390304164556435
[-0.3029364] --- -0.2350789466315754
[0.37520405] --- 0.3779854335223898
[-1.1699261] --- -0.9982052434837058
[-0.697803] --- -0.8672971328842286
[1.89458203] --- 1.4833083005819432
[0.08334613] --- 0.1660811274054923
[-0.54758201] --- -0.6864703129329783
[-1.2772268] --- -1.3382457665625342
[-0.60123236] --- -0.4648250106813742
[-1.36306737] --- -1.2299818232055537
[-0.25143207] --- -0.05980506137409956
[1.98471462] --- 1.5735854972731753
[0.52542504] --- -0.07757144547068208
[-0.91240441] --- -0.8178578111697278
[0.50611091] --- 0.20133082233219607
[0.07476208] --- 0.01745761931141943
[0.03184179] --- -0.03193745065884202
[-0.52612187] --- -0.5843994626901174
[-0.19992773] --- -0.0970819123174686
[0.89024743] --- 1.2384221927701775
[-0.40809109] --- -0.8355902972465964
[-0.24714004] --- -0.5706884766582532
[0.66491595] --- 1.2575921582227478
[1.29799011] --- 0.9928525570362778
[-1.25576666] --- -0.41843311387583204
[-1.01970511] --- -0.8524033174795534
[-0.24499402] --- -0.11410781789567856
[-1.02399714] --- -0.8770848877091237
[-0.46174145] --- 0.23962162018358757
[3.07918181] --- 1.9145128096341517
[-0.54758201] --- -0.8269648934036895
[-0.67634286] --- -0.7522658557334763
[1.38383067] --- 0.7898835129083996
[-1.57766878] --- -1.2133569781888718
[0.18206278] --- -0.013388593749409709
[-0.35444074] --- -0.38239333101467393
[-0.49178564] --- -0.04442156837807354
[2.95471299] --- 2.2390130941219364
[-0.08833499] --- 0.05144831965719708
[-0.59050229] --- -0.4256943807547949
[-0.50466173] --- -0.49372977724949135
[0.39666419] --- -0.0177069756401742
[-0.50466173] --- -0.835874116246651
[0.73144239] --- 1.2277036450704593
[-0.48320159] --- -0.7120111884248064
[1.04046842] --- 1.7297206588541074
[1.20356549] --- 0.7500071710220856
[-0.16988353] --- 0.12811596870238678
[0.18206278] --- -0.2133873104371307
[0.50396489] --- 0.12100532105082232
[-1.1699261] --- -0.9903815706628322
[2.00617476] --- 1.4786877143327999
[0.05330194] --- 0.31226886620766114
[-0.46603348] --- -0.3882619121525845
[-0.46174145] --- -0.38232963254999663
[-0.71926314] --- -0.4841129463544244
[-0.46174145] --- -0.3220137282946388
[0.46104461] --- 0.5073538124126664
[-0.49393166] --- -0.6037664875285057
[-0.11837919] --- 0.08278780589734085
[0.89024743] --- 0.8757600298045328
[1.59843208] --- 0.7371164729728898
[-0.07545891] --- -0.12962518619809654
[0.78294673] --- 0.5142737249356027
[-0.99824497] --- -1.182774095954336
[-0.67634286] --- -0.579072371315731
[-0.99824497] --- -0.4401251182414825
[-0.70638705] --- -0.4272869616564658
[-0.89094427] --- -0.824347595184381
[-0.34156466] --- -0.07781896045448451
[1.42675095] --- 0.5854408447688987
[-1.14631994] --- -0.885765211451489
[0.52542504] --- 0.7485698788868181
[-0.29006032] --- -0.3298363522102001
[-0.14842339] --- -0.4002250416855476
[-0.59050229] --- -0.6537308293143841
[-0.15271542] --- -0.14108689915730516
[0.59409749] --- 0.4572532148262095
[0.67564602] --- -0.10410640592420452
[-0.07545891] --- 0.24171583134403604
[1.27652997] --- 1.622970842313194
[0.05330194] --- -0.16233919896850246
[-0.20421976] --- -0.07755196707450797
[-0.45315739] --- -0.4378929376075316
[-0.16129947] --- 0.5742320940817268
[-0.07545891] --- -0.12653273903956802
[-0.16129947] --- -0.20968148954038626
[-0.78364356] --- -0.5963906383731681
[-0.63342257] --- -0.5478666559140113
[-0.09691905] --- -0.30297830208906285
[0.02111172] --- -0.2635215809384628
[0.87951736] --- 0.6427868069926087
[-0.11837919] --- -0.01752662730366916
[-0.76218342] --- -0.5703164542610676
[1.46967124] --- 1.685045905390212
[-0.44028131] --- -0.619292671562365
[-0.63342257] --- -0.7367522835925198
[-0.16129947] --- -0.6057745423894622
[-1.77102465] --- -1.696591724465084
[1.12201695] --- 1.8702215504968693
[-0.40809109] --- -0.5118496430810398
[-0.09691905] --- 0.3445136403642787
[-0.8051037] --- -0.6851671646867795
[0.52542504] --- 0.551628098694564
[-0.39736102] --- -0.48776068418572494
[-0.03253863] --- -0.2907434441109972
[0.58980546] --- 0.9775326413138534
[-0.03253863] --- -0.21485706430617885
[-0.78364356] --- -0.5579584071525276
[1.35164046] --- 1.4055743191598062
[-0.56904215] --- -0.6182544691512601
[-0.00249443] --- -0.2375361152099384
[0.39666419] --- 0.32064152662353923
[0.89024743] --- 1.2047357197279318
[0.22498306] --- 0.33770604109002056
[-0.52612187] --- -0.5534045993539025
[1.04046842] --- 1.1954468214641654
[-1.2772268] --- -0.9040451365493363
[2.41391744] --- 1.5858952950787177
[0.35374391] --- 0.3640391035112261
[-0.61196243] --- -0.2973934669361043
[-0.03253863] --- -0.013246078377620723
[0.48250475] --- 0.12143719711818417
[0.34515985] --- 0.3179058829940913
[-0.54758201] --- -0.6107766011132042
[-1.06262539] --- -0.5731860473705435
[0.43529244] --- 0.05175654065336104
[0.76148659] --- 0.7749088004956101
[-0.03253863] --- 1.0838913327062893
[-1.38452751] --- -1.0956627260746103
[1.65852048] --- 1.5388866658324145
[-0.46174145] --- -0.6612064964589279
[0.06188599] --- -0.12757197859405947
[0.39666419] --- -8.350241339071107e-05
[0.16060264] --- 0.2709954767816985
[0.75719456] --- 0.5003139001119291
[-0.16129947] --- -0.25525552614029373
[-1.32014708] --- -0.8667123026653267
[-0.08833499] --- 0.08114176209848147
[0.65418588] --- 0.3124749078285044
[0.7185663] --- 0.9351827371640025
[-0.76218342] --- -0.8518009595925837
[-1.23859855] --- -1.0814817341469583
[-0.35444074] --- -0.6286551822244091
[-0.86948412] --- -0.8661053948199465
[-1.06262539] --- -0.25446637521147897
[-0.67634286] --- -0.8459277243041694
[-0.58191824] --- -0.6810161968408767
[1.70573279] --- 1.9541255754576647
[1.47396326] --- 0.9022293225224582
[1.46967124] --- 0.8054316104754308
[-1.10554568] --- -0.8544215343918009
[-0.74072328] --- 0.24358122100604895
[-0.37590088] --- -0.5038536005113852
[-0.90811238] --- -1.0583507933334302
[0.04471788] --- -0.01197908874534278
[0.58980546] --- 0.7637323446015268
[1.48254732] --- 1.4360390662474862
[-0.2256799] --- -0.39583398499370476
[-0.697803] --- -0.5885745931042207
[0.6112656] --- 1.2657925233011238
[-0.48320159] --- -0.4477490678227936
[1.44391907] --- 1.159262708318931
[-0.63342257] --- -0.7380435153596282
[2.99334124] --- 1.9765975996580536
[-0.70209503] --- -0.4198758691564008
[0.58551343] --- 0.14615682244459519
[-0.20421976] --- -0.5957482933510535
[0.15631061] --- 0.012798974462076385
[1.1906894] --- 1.8177020184242227
[0.91170757] --- 0.6685258785733321
[-0.3329806] --- -0.4238450997454764
[-1.06262539] --- -0.9392210229002425
[-0.59050229] --- -0.22253178954362102
[-1.16348806] --- -1.0592651128969914
[0.21210698] --- 0.06756233305839987
[-0.16129947] --- 0.12297296342503689
[-0.74072328] --- -1.0384426503404105
[1.02973835] --- 0.4681361891267129
[1.23360969] --- 0.8572200509342227
[0.39666419] --- 0.26178902126613246
[-0.44028131] --- -0.5483601190993533
[2.54267828] --- 1.8535550451558407
[2.45683772] --- 1.577812825878835
[-0.99824497] --- -0.8520177584576113
[1.81303349] --- 1.6816713581793963
[-0.56904215] --- -0.7297674412979193
[-0.76218342] --- -0.7379465580462725
[1.16922926] --- 0.3824880999525309
[0.56834532] --- 0.7591955544251252
[-0.67634286] --- -0.7458446093108017
[-0.44028131] --- -0.3015305155487355
[-0.49393166] --- -0.5154278769048766
[-0.2256799] --- -0.3230365112904237
[-0.52612187] --- -0.19250584168611404
[-0.67634286] --- -0.9669235137983047
[-0.26860018] --- -0.0958017732912025
[-1.14846596] --- -1.251556697309624
[-0.09691905] --- -0.052786049100310095
[-0.59479432] --- -0.5896003258956036
[0.99754814] --- 0.6232940088061253
[-0.25572409] --- -0.29110415887663804
[1.85595377] --- 1.1020998615553577
[-0.07545891] --- -0.5347083065512533
[0.04471788] --- -0.570665446041249
[-0.8802142] --- -0.7454789945955659
[-0.74072328] --- -0.5245612073905617
[0.49538084] --- 1.5989934389118412
[2.75727969] --- 2.0746724802521155
[-0.11837919] --- -0.14645308947069516
[-0.11837919] --- 0.10364006770286628
[-1.04116525] --- -0.9931150048343244
[0.01038165] --- 0.22434742753066006
[-0.71926314] --- -0.7015925819727792
[-0.63342257] --- -0.5397129996034875
[-0.3329806] --- -0.30518890091273904
[-0.37160886] --- -0.14157152140436924
[-0.36731683] --- -0.3738734202037422
[-0.68707293] --- -0.3089770272951297
[-2.01974768] --- -0.0037397748929212746
[-1.29611173] --- -0.6365246543702494
[0.39666419] --- -0.07525976012196166
[-0.78364356] --- -0.50584785915631
[0.56834532] --- -0.1280869978417549
[-0.37590088] --- -0.3866843094783041
[0.56834532] --- 0.15324545806736115
[-0.25143207] --- 0.4681250200320624
[0.50825692] --- -0.16405973409664582
[0.07476208] --- 0.001781880383552137
[0.20352292] --- 0.3674867980801263
[-1.1699261] --- -1.1733777265714485
[-0.03253863] --- -0.5070756404811053
[1.12630898] --- 1.3815506392484767
[-1.1699261] --- -0.8641814222067475
[-0.91240441] --- -0.7665273556499317
[-0.50466173] --- -0.521057279465594
[-1.12700582] --- -1.2865433584637944
[-0.2256799] --- -0.1421370138129838
[-0.89523629] --- -0.6581757387174919
[-0.29006032] --- -0.22054009703712024
[1.61989222] --- 0.8777097164677804
[1.09411877] --- 0.5428907220393365
[-0.79222762] --- -0.7150726500820067
[-0.03253863] --- -0.5768204868048002
[-1.00897504] --- -0.929055897604968
[-1.04116525] --- -0.8707367662539067
[-0.12267122] --- -0.1650977195654129
[-0.68492691] --- -0.4005423321064605
[-0.01107849] --- -0.01568802844597175
[-1.01530578] --- -0.7537729586187323
[1.70573279] --- 1.1804520642419802
[2.9718811] --- 2.4108290538759047
[-1.01970511] --- -0.9564000574654443
[-0.91240441] --- -0.5814825777351602
[0.43958447] --- 0.5775207888762933
[-0.39736102] --- -0.42822793604908177
[1.64135236] --- 1.1782268626735117
[-0.54758201] --- -0.847663695144079
[-0.71926314] --- -1.0956067914887897
