start: 
Current Time = 02:35:56
------------------------------------------------------------------
Dataset: perth.csv
Normalization used is StandardScaler, using kfold=5, also normalizing price
Dataset total size after normalization: (26510, 9)
Train/test division is 70/30
MLPR SKLEARN LOGS WITH FOLLOWING PARAMS:
{'activation': ['relu', 'identity'], 'solver': ['adam'], 'learning_rate': ['invscaling', 'adaptive'], 'learning_rate_init': [0.001, 0.01, 0.1, 1], 'max_iter': [2500000], 'hidden_layer_sizes': [(1, 7), (2, 7), (3, 7), (7, 7)]}
Starting search for best params: 
Current Time = 02:35:56
Best params were the following:
Current Time = 02:44:04
{'activation': 'relu', 'hidden_layer_sizes': (7, 7), 'learning_rate': 'adaptive', 'learning_rate_init': 0.01, 'max_iter': 2500000, 'solver': 'adam'}
Applying prediction with the params...
!!!!!!!!!!!!!!!!!!!!!!!!!!!True vs Preds!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!
[0.99754814] --- 1.1792233436489072
[-0.48320159] --- -0.38892649246469047
[0.05330194] --- -0.1467053786323268
[-1.06262539] --- -0.8708198755712075
[2.9718811] --- 1.5040403917212397
[-1.09266959] --- -0.3676313567853041
[-0.46174145] --- -0.4004567726614007
[-1.73625922] --- -1.1476595773474803
[-0.37590088] --- -0.27639117457499124
[-0.61196243] --- -0.9603310096119597
[-1.34160723] --- -0.9125561969596827
[-0.79437363] --- -0.5461326091212193
[0.20352292] --- -0.5777378693375363
[-0.3329806] --- 0.6076047236616762
[-0.82656384] --- -0.7274619938319378
[0.07476208] --- -0.39167854161849125
[-1.10554568] --- -1.1368104475459382
[0.89883149] --- 0.6667822699022059
[-0.74930734] --- -0.6533037695397601
[-0.59050229] --- -0.44506141973484825
[-0.31152046] --- -0.4420452864496459
[0.82586701] --- 1.3561114337616802
[-0.41882117] --- -0.4104845253338303
[0.03184179] --- 0.47981082465064073
[-0.97678483] --- -1.2161060398535013
[1.42675095] --- 1.0761234106398776
[-0.91240441] --- -0.45660982882741274
[0.14987257] --- 0.5092187939005559
[0.03184179] --- -0.6869712674363435
[0.05330194] --- -0.019941967681316064
[-0.71926314] --- -0.7827225444307294
[-0.8051037] --- -0.9184393035205383
[0.28936349] --- 0.4235087518918752
[-1.19353225] --- -1.1815081997232175
[0.976088] --- 0.6517531644461212
[-0.03253863] --- -0.19947525129999655
[0.23356712] --- 0.29052892119050955
[-1.70642962] --- -0.16543091291100465
[2.75727969] --- 1.0631567124814152
[-0.16129947] --- -0.22367053347199184
[-0.67634286] --- -0.8539184466681787
[-0.03253863] --- 0.5328765561342574
[-0.39736102] --- -0.6852648716400846
[0.52542504] --- -0.931703057852147
[-0.6226925] --- -0.9496847785825095
[0.59195147] --- -0.2681282011622333
[-0.84802398] --- -0.7266386060740839
[-0.16129947] --- -0.2655229538677806
[-0.2256799] --- -0.40590617182104094
[-0.76218342] --- -0.37682762881563603
[1.79157335] --- 0.8255400454508928
[-0.92849951] --- -1.05354966950712
[1.29369808] --- 0.6268041992262421
[0.63272574] --- 1.2432237753082453
[-0.34585669] --- -0.1745298454417889
[-0.76218342] --- -0.722099484375211
[-0.8051037] --- -0.440101881095738
[0.39666419] --- 0.06131528685747201
[-0.1505694] --- 0.7196436197486162
[-0.35444074] --- -0.3705577798352524
[1.06192856] --- 1.4319411165079936
[-0.64629866] --- 0.46293955618331917
[-0.86948412] --- -0.2587551608316666
[-0.86948412] --- -0.4761655439898491
[0.05330194] --- 0.5517020964306836
[-0.86948412] --- -0.44117395086704236
[-0.83943993] --- -0.9430763058266005
[-1.19138624] --- -0.3158954007322541
[2.11347546] --- 1.9191456021636393
[2.0276349] --- 1.2050222454582737
[-0.37590088] --- -0.21517761647774414
[-0.18275962] --- 1.0049725466030475
[-0.41882117] --- -1.2239617980153652
[-0.8051037] --- -0.6868880295601069
[0.18206278] --- -0.692955464632399
[0.26790334] --- -0.06715564834576782
[-0.59050229] --- -0.5127852160056512
[0.96321191] --- 1.100415791673732
[1.9203342] --- 1.0640752006523302
[0.83874309] --- 1.2582881529837722
[0.07476208] --- -0.5768284594813071
[1.77011321] --- 1.562153624322328
[-0.15700745] --- -0.3710538368756936
[-0.76218342] --- -0.7802547504474994
[1.34091039] --- 1.0892594392535313
[2.71435941] --- 2.0973016758074374
[-1.62917311] --- -0.7431792666247392
[0.86878729] --- 0.7554929113849858
[-0.61196243] --- -0.4894297916410696
[-0.61196243] --- 0.1518805176994188
[0.54688518] --- 0.8462843681641219
[0.54688518] --- 1.5715592651751202
[-0.03253434] --- 0.6385059891861036
[-0.01107849] --- -0.41867754031029286
[0.84732715] --- 0.32627786700482586
[0.80440687] --- 0.9742772095209733
[2.17785589] --- 1.1927143087453422
[0.976088] --- 0.3962390775657343
[0.61555763] --- 0.7292364939108442
[-0.24714004] --- -0.40954985914518705
[0.48250475] --- 0.7517144122168518
[0.20352292] --- -0.5570425892001618
[2.9718811] --- 1.5332261279455506
[-0.70638705] --- -0.7817320289978364
[-0.86948412] --- -0.6880131158648537
[-0.03683066] --- -0.0045182905575221755
[-0.74072328] --- -0.9266752896462354
[-1.47036807] --- -0.9455493006404283
[-0.07545891] --- 0.13335752239916654
[0.74002644] --- 1.8155465166919011
[-0.3029364] --- -0.36096313746814024
[0.37520405] --- 0.9949994590990905
[-1.1699261] --- -0.7960811076701935
[-0.697803] --- -0.8992495653571364
[1.89458203] --- 1.9232706836129907
[0.08334613] --- 0.020939153724606863
[-0.54758201] --- -0.5858824412818378
[-1.2772268] --- -1.056672906134442
[-0.60123236] --- -0.2991647277595417
[-1.36306737] --- -0.8364651139971984
[-0.25143207] --- -0.13806883497643213
[1.98471462] --- 1.5579669753452077
[0.52542504] --- -0.05797120226757024
[-0.91240441] --- -0.7708362645775737
[0.50611091] --- 0.0835164350257207
[0.07476208] --- 0.21580232200099259
[0.03184179] --- 0.5694901566190349
[-0.52612187] --- -0.469900963414714
[-0.19992773] --- -0.3373279381272569
[0.89024743] --- 0.9736662391283093
[-0.40809109] --- -0.7968234277020295
[-0.24714004] --- -0.7329719353365143
[0.66491595] --- 1.0320131778630572
[1.29799011] --- 0.7379597796618866
[-1.25576666] --- -0.80516150606882
[-1.01970511] --- -1.0552905778597557
[-0.24499402] --- -0.315949346095817
[-1.02399714] --- -0.5471601608623408
[-0.46174145] --- -0.11029378174229093
[3.07918181] --- 1.8253282148797076
[-0.54758201] --- -0.27492675362060676
[-0.67634286] --- -0.6397850467444697
[1.38383067] --- 1.1375757924705987
[-1.57766878] --- -1.2208935780647323
[0.18206278] --- -0.39565508755664647
[-0.35444074] --- -0.5090798103578131
[-0.49178564] --- 0.39387697324522963
[2.95471299] --- 1.3395936305861658
[-0.08833499] --- -0.353211267609958
[-0.59050229] --- -0.540996304172543
[-0.50466173] --- -0.4663234412136395
[0.39666419] --- -0.2838287891931147
[-0.50466173] --- -0.8369794297080768
[0.73144239] --- 1.1385909267316652
[-0.48320159] --- -0.22401236889375387
[1.04046842] --- 1.5801930248226657
[1.20356549] --- 0.495810720468844
[-0.16988353] --- 0.9841177461548101
[0.18206278] --- 0.21654999921873141
[0.50396489] --- 0.08848232120285004
[-1.1699261] --- -0.7175496474373053
[2.00617476] --- 1.402828736066427
[0.05330194] --- 0.7768087332041189
[-0.46603348] --- -0.14733896785769696
[-0.46174145] --- 0.14733873650053497
[-0.71926314] --- -0.36703900487775876
[-0.46174145] --- -0.12670826411076774
[0.46104461] --- 0.3451163031345157
[-0.49393166] --- -0.5367964720188396
[-0.11837919] --- 0.8177017575581993
[0.89024743] --- 0.8206646632846493
[1.59843208] --- 0.7036380121302344
[-0.07545891] --- 0.4199316848926211
[0.78294673] --- 0.4522112613783089
[-0.99824497] --- -1.0951372495598293
[-0.67634286] --- -0.45925231471323313
[-0.99824497] --- -0.6783040712413699
[-0.70638705] --- -0.2893451331433961
[-0.89094427] --- -0.24772673709880833
[-0.34156466] --- 0.18643222775861457
[1.42675095] --- 0.8095867228706264
[-1.14631994] --- -0.6420523405993572
[0.52542504] --- 0.5026139949330226
[-0.29006032] --- -0.2914572534700815
[-0.14842339] --- -0.3618510479553172
[-0.59050229] --- -0.6742359325843024
[-0.15271542] --- -0.4974262553193772
[0.59409749] --- 0.07023529220228741
[0.67564602] --- 0.36445980638771136
[-0.07545891] --- 0.11863788637309403
[1.27652997] --- 2.005843202649153
[0.05330194] --- -0.31912581312005894
[-0.20421976] --- -0.39199057217173205
[-0.45315739] --- -0.25909246975875744
[-0.16129947] --- -0.14574806946419794
[-0.07545891] --- -0.1968350875031164
[-0.16129947] --- -0.4000253538721952
[-0.78364356] --- -0.20481065414730443
[-0.63342257] --- -0.5477167391222098
[-0.09691905] --- -0.37830127358575616
[0.02111172] --- -0.33110532512812185
[0.87951736] --- 0.26116860554832877
[-0.11837919] --- -0.14804703639735056
[-0.76218342] --- -0.32205679836043505
[1.46967124] --- 1.3244767719083699
[-0.44028131] --- -0.20841343129388623
[-0.63342257] --- -0.5719684110747671
[-0.16129947] --- -0.5362272413818034
[-1.77102465] --- -1.2114407791828423
[1.12201695] --- 2.1925236552817076
[-0.40809109] --- -0.5369293705285405
[-0.09691905] --- 1.272197605428879
[-0.8051037] --- -0.4251519933956528
[0.52542504] --- 0.6455204398563934
[-0.39736102] --- -0.4464006377605343
[-0.03253863] --- -0.5689755272030089
[0.58980546] --- 0.5395481239921709
[-0.03253863] --- -0.1086985907187048
[-0.78364356] --- -0.5122447947211841
[1.35164046] --- 0.6036049153370815
[-0.56904215] --- -0.23452629430351746
[-0.00249443] --- -0.16116197327440435
[0.39666419] --- 0.5706697755763614
[0.89024743] --- 1.2674116382643694
[0.22498306] --- 0.2292674974980915
[-0.52612187] --- -0.5717757423524624
[1.04046842] --- 1.1579246097906064
[-1.2772268] --- -0.8275192429440195
[2.41391744] --- 2.0352876370897603
[0.35374391] --- 1.0550804404432201
[-0.61196243] --- -0.20349011990145283
[-0.03253863] --- 0.446836110087516
[0.48250475] --- -0.1924136171634347
[0.34515985] --- -0.011939077006872911
[-0.54758201] --- -0.4529894420225433
[-1.06262539] --- -0.40134434309616474
[0.43529244] --- 0.9053666074088451
[0.76148659] --- 1.316523845711815
[-0.03253863] --- 0.6688767655356993
[-1.38452751] --- -0.8906032749127346
[1.65852048] --- 2.0084897725982502
[-0.46174145] --- -0.427116168478497
[0.06188599] --- -0.3157174936218383
[0.39666419] --- 0.08977425082327528
[0.16060264] --- 0.16774640533866814
[0.75719456] --- 0.9221609675709308
[-0.16129947] --- -0.3043482579753077
[-1.32014708] --- -0.9476844250619462
[-0.08833499] --- -0.3216796193408526
[0.65418588] --- -0.24027734363992154
[0.7185663] --- 1.1150026883783317
[-0.76218342] --- -0.8776996250829783
[-1.23859855] --- -0.7563282566626394
[-0.35444074] --- -1.1633824945482967
[-0.86948412] --- -0.7639701065535085
[-1.06262539] --- -0.29686241746025255
[-0.67634286] --- -0.916613217014782
[-0.58191824] --- -0.809047377196981
[1.70573279] --- 1.4646090551326685
[1.47396326] --- 0.07220630813534767
[1.46967124] --- 0.9700307462618871
[-1.10554568] --- -0.1240435849886996
[-0.74072328] --- 0.4035772994909639
[-0.37590088] --- -0.7454245063852637
[-0.90811238] --- -0.6432908323488151
[0.04471788] --- 0.9217431727783649
[0.58980546] --- 0.8669280649811528
[1.48254732] --- 1.3278982097362613
[-0.2256799] --- -0.040287385417170696
[-0.697803] --- -0.4546687204225003
[0.6112656] --- 0.4394281904758497
[-0.48320159] --- -0.4531886195813133
[1.44391907] --- 0.9390262831339924
[-0.63342257] --- -0.5700804665753132
[2.99334124] --- 1.4622178423037449
[-0.70209503] --- -0.434073501481659
[0.58551343] --- 0.11873798145258752
[-0.20421976] --- -0.672197195948014
[0.15631061] --- 0.5145629291900018
[1.1906894] --- 1.0770915537907042
[0.91170757] --- 1.428215724426227
[-0.3329806] --- -0.6872825192024472
[-1.06262539] --- -0.7449455549905103
[-0.59050229] --- -0.2701333273516302
[-1.16348806] --- -0.8126549253712252
[0.21210698] --- -0.08754638383852509
[-0.16129947] --- 0.18423462968770532
[-0.74072328] --- -0.9790415976463571
[1.02973835] --- 0.9706006896491006
[1.23360969] --- 1.2398386114992466
[0.39666419] --- -0.024144521318021916
[-0.44028131] --- -0.2896460565035626
[2.54267828] --- 1.0566277239630462
[2.45683772] --- 0.8624024723380495
[-0.99824497] --- -0.648156597143088
[1.81303349] --- 1.61445850209756
[-0.56904215] --- -0.7344016263183178
[-0.76218342] --- -0.9950117095603833
[1.16922926] --- 1.0348834059374803
[0.56834532] --- -0.14709691977150519
[-0.67634286] --- -0.5382969938159301
[-0.44028131] --- 0.1881772575224936
[-0.49393166] --- -0.5634455851582094
[-0.2256799] --- -0.17974409127352386
[-0.52612187] --- -0.16948887749361408
[-0.67634286] --- -0.5398290683360161
[-0.26860018] --- 0.1561942208786773
[-1.14846596] --- -0.9563002842804185
[-0.09691905] --- -0.09615611595906015
[-0.59479432] --- -0.3331279461801445
[0.99754814] --- 0.9389588535055231
[-0.25572409] --- 0.02186340480138249
[1.85595377] --- 1.4934332201231983
[-0.07545891] --- 0.05986448167679437
[0.04471788] --- -0.5713119475932318
[-0.8802142] --- -0.5414802716926135
[-0.74072328] --- -0.4496193889945208
[0.49538084] --- 1.3857111754270837
[2.75727969] --- 2.425850883829254
[-0.11837919] --- -0.5961081010228138
[-0.11837919] --- 0.15496814384959268
[-1.04116525] --- -0.8563090512840188
[0.01038165] --- 0.04240952099104478
[-0.71926314] --- -0.8830625558899676
[-0.63342257] --- 0.3605849830587957
[-0.3329806] --- -0.11103404087539515
[-0.37160886] --- 0.2689579423705246
[-0.36731683] --- -0.7849292996101942
[-0.68707293] --- -0.5095964645381678
[-2.01974768] --- 0.8002717404770952
[-1.29611173] --- -0.35923185738261193
[0.39666419] --- -0.10566574247592841
[-0.78364356] --- -0.5148709680544854
[0.56834532] --- 0.3399153140736403
[-0.37590088] --- -0.7081995491835543
[0.56834532] --- 0.11790927340127244
[-0.25143207] --- 0.7568891772273052
[0.50825692] --- -0.5058231737254093
[0.07476208] --- 0.101412263550275
[0.20352292] --- 0.28574626984623563
[-1.1699261] --- -1.0540095500766555
[-0.03253863] --- -0.2471612822800342
[1.12630898] --- 1.3729881282426921
[-1.1699261] --- -0.5485893235274824
[-0.91240441] --- -0.6696340281372947
[-0.50466173] --- -0.2109675665414401
[-1.12700582] --- -0.7352916539676266
[-0.2256799] --- 0.20348376290472348
[-0.89523629] --- -0.4878368414198636
[-0.29006032] --- -0.22643334637140944
[1.61989222] --- 0.33701789713221
[1.09411877] --- 0.8316542880571356
[-0.79222762] --- -0.6738132149867635
[-0.03253863] --- -0.6371108487469437
[-1.00897504] --- -1.1967967810743243
[-1.04116525] --- -0.5499814137709272
[-0.12267122] --- -0.3702527193760067
[-0.68492691] --- -0.2370182401093638
[-0.01107849] --- -0.35515742318784027
